Organization,PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Primary Source,Activity Status,Deactivation Date,Population Served Count,Rule Name,Violation Code,Violation Type,Violation Category Code,Is Health Based,Contaminant Name,Compliance Period Begin Date,Compliance Period Begin Month,Quarter,Compliance Period Begin Day,Compliance Period Begin Year,Compliance Period End Date,Compliance Status,RTC Date,Enforcement Action Type Code,Enforcement Action Description,Is Major Violation,Severity Indicator Count,Public Notification Tier,Violation First Reported Date
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Thallium, Total",1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Arsenic,3,"Monitoring, Regular",MR,N,Arsenic,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Barium,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Cadmium,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Chromium,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,CYANIDE,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Fluoride,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Mercury,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Nickel,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Selenium,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Antimony, Total",1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Beryllium, Total",1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Thallium, Total",1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Endrin,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,BHC-GAMMA,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Methoxychlor,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Toxaphene,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Dalapon,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Diquat,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Endothall,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Glyphosate,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) adipate,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,OXAMYL,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Simazine,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Di(2-ethylhexyl) phthalate,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Picloram,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Dinoseb,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Hexachlorocyclopentadiene,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Aldicarb sulfoxide,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Aldicarb sulfone,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Carbofuran,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Aldicarb,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Atrazine,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,LASSO,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,"2,3,7,8-TCDD",1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Heptachlor,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Heptachlor epoxide,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,"2,4-D",1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,"2,4,5-TP",1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,HEXACHLOROBENZENE,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Benzo(a)pyrene,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Pentachlorophenol,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Total Polychlorinated Biphenyls (PCB),1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-DIBROMO-3-CHLOROPROPANE",1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,ETHYLENE DIBROMIDE,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,Chlordane,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Arsenic,3,"Monitoring, Regular",MR,N,Arsenic,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Barium,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Cadmium,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Chromium,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1066001,GRISWOLDVILLE WATER DISTRICT,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,125,Inorganic Chemicals,3,"Monitoring, Regular",MR,N,CYANIDE,1-Jul-95,7,3,1,1995,30-Sep-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,2-Feb-97
FRCOG,MA1074001,SOUTH DEERFIELD WATER SUPPLY DISTRICT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"3,800",Total Coliform Rule,22,"Maximum Contaminant Level Violation, Monthly (TCR)",MCL,Y,Coliform (TCR),1-Jun-95,6,2,1,1995,30-Jun-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,-,-,2,20-May-96
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,ETHYLENE DIBROMIDE,1-Apr-95,4,2,1,1995,30-Jun-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,20-May-96
FRCOG,MA1029000,BERNARDSTON FIRE  WATER DIST,Region 1,Massachusetts,Community water system,State,Ground water,Active,-,"1,475",Synthetic Organic Chemicals,3,"Monitoring, Regular",MR,N,"1,2-DIBROMO-3-CHLOROPROPANE",1-Apr-95,4,2,1,1995,30-Jun-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,20-May-96
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Arsenic,3,"Monitoring, Regular",MR,N,Arsenic,1-Apr-95,4,2,1,1995,30-Jun-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,20-May-96
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Barium,1-Apr-95,4,2,1,1995,30-Jun-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,20-May-96
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Cadmium,1-Apr-95,4,2,1,1995,30-Jun-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,20-May-96
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Chromium,1-Apr-95,4,2,1,1995,30-Jun-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,20-May-96
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,CYANIDE,1-Apr-95,4,2,1,1995,30-Jun-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,20-May-96
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Fluoride,1-Apr-95,4,2,1,1995,30-Jun-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,20-May-96
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Mercury,1-Apr-95,4,2,1,1995,30-Jun-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,20-May-96
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Nickel,1-Apr-95,4,2,1,1995,30-Jun-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,20-May-96
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,Selenium,1-Apr-95,4,2,1,1995,30-Jun-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,20-May-96
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Antimony, Total",1-Apr-95,4,2,1,1995,30-Jun-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,20-May-96
FRCOG,MA1114000,GREENFIELD WATER DEPARTMENT,Region 1,Massachusetts,Community water system,State,Surface water,Active,-,"17,645",Inorganic Chemicals,3,"Monitoring, Regular",MR,N,"Beryllium, Total",1-Apr-95,4,2,1,1995,30-Jun-95,Known,-,SFL,State Administrative/Compliance Order without penalty issued,N,-,3,20-May-96
